ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value
INE952A01022,HIND.NAT.GLS,HINDNATGLS,2018-10-31,164.8,162.9,164.8
INE345A01011,HIND.OIL EXP,HINDOILEXP,2018-10-31,129.8,129.8,129.8
INE048A01011,HIND.ORG.CHM,,2018-10-31,29,,29
INE094A01015,HIND.PETRO,HINDPETRO,2018-10-31,401,400.65,401
INE835D01023,HIND.RECT,HIRECT,2018-10-31,123.95,126.95,126.95
INE155B01012,HIND.SYNTEX,HINDSYNTEX,2018-10-31,14.59,14.1,14.59
INE428D01019,HIND.TIN WRK,,2018-10-31,89.35,,89.35
INE038A01020,HINDALCO,HINDALCO,2018-10-31,262.8,263.2,263.2
INE074C01013,HINDU.ADHESI,,2018-10-31,109.8,,109.8
INE353A01023,HINDUJA VENT,HINDUJAVEN,2018-10-31,740.1,749.2,749.2
INE267A01025,HINDUS.ZI,HINDZINC,2018-10-31,316.05,316.15,316.15
INE597C01013,HINDUSTN BIO,,2018-10-31,0.7,,0.7
INE963A01011,HIPOLIN LTD.,,2018-10-31,31.5,,31.5
INE689E01014,HISAR SPIN.,,2018-10-31,17.65,,17.65
INE598C01011,HISARMET(PS,HISARMETAL,2018-10-31,100.9,101,101
INE106T01017,,HITECH,2018-10-31,,401.8,401.8
INE120D01012,HITECHCORP,HITECHCORP,2018-10-31,174.95,174.7,174.95
INE127B01011,HITECHGEAR,HITECHGEAR,2018-10-31,492.95,494.15,494.15
INE309B01023,HITKIT GLOB,,2018-10-31,0.34,,0.34
INE863C01019,HITTCO TOOLS,,2018-10-31,4.06,,4.06
INE262A01018,HMT LTD.,HMT,2018-10-31,38,37.85,38
INE871K01015,HMVL,HMVL,2018-10-31,255,256.7,256.7
INF732E01227,HNGSNG BEES,HNGSNGBEES,2018-10-31,,3325,3325
INE634A01018,HONDA SIEL,HONDAPOWER,2018-10-31,1457.4,1457.15,1457.4
INE671A01010,HONEYWELL,HONAUT,2018-10-31,17096.4,17050,17096.4
INE102A01024,HOTEL LEELA.,HOTELEELA,2018-10-31,22.5,22.9,22.9
INE275F01019,HOTEL RUGBY,,2018-10-31,2.75,,2.75
INE191I01012,HOUSING DEV,HDIL,2018-10-31,59.4,59.45,59.45
INE596H01014,HOV SERVICES,HOVS,2018-10-31,289.95,288,289.95
INE931B01016,HOWARD HOTEL,,2018-10-31,9.17,,9.17
INE495S01016,HPL,HPL,2018-10-31,155.4,155.8,155.8
INE019C01026,HSCL,HSCL,2018-10-31,182,181.95,182
INE415A01038,HSIL,HSIL,2018-10-31,452.9,454.55,454.55
INE501G01024,HT MEDIA,HTMEDIA,2018-10-31,102.05,102.3,102.3
INE703H01016,HUBTOWN,HUBTOWN,2018-10-31,122.4,122.05,122.4
INE031A01017,HUDCO,HUDCO,2018-10-31,82.55,82.65,82.65
INE799B01017,HUIL,,2018-10-31,1280.4,,1280.4
INE336T01010,,HUSYSLTD,2018-10-31,,48,48
INE039D01014,HYPERSOFT,,2018-10-31,10.02,,10.02
INE306B01029,I.C.S.A. IND,ICSA,2018-10-31,4.29,4.5,4.5
INE204A01010,I.G.PETRO,IGPL,2018-10-31,725,728,728
INE678B01021,IB INFOTECH,,2018-10-31,14.8,,14.8
INE148I01020,IBUL HSG FIN,IBULHSGFIN,2018-10-31,1413.95,1415.55,1415.55
INE274G01010,IBVENTURES,IBVENTURES,2018-10-31,255.45,255.7,255.7
INE520Y01019,,ICEMAKE,2018-10-31,,101.4,101.4
INE090A01021,ICICI BANK,ICICIBANK,2018-10-31,353.85,353.95,353.95
INE765G01017,ICICIGI,ICICIGI,2018-10-31,806.05,805,806.05
INE726G01019,ICICIPRULI,ICICIPRULI,2018-10-31,414.75,414.85,414.85
INE725G01011,ICRA,ICRA,2018-10-31,3971,3989,3989
INE682B01023,ICSL,,2018-10-31,5,,5
INE008A01015,IDBI BANK L,IDBI,2018-10-31,62.15,62.1,62.15
INF397L01554,IDBIGOLD,IDBIGOLD,2018-10-31,2883,2845,2883
INE669E01016,IDEA CELL,IDEA,2018-10-31,96,96.1,96.1
INE043D01016,IDFC,IDFC,2018-10-31,57.2,57.2,57.2
INE092T01019,IDFCBANK,IDFCBANK,2018-10-31,57.6,57.6,57.6
INF194KA1U07,,IDFNIFTYET,2018-10-31,,112,112
INF194KA1T91,IDFSENSEXE,,2018-10-31,370,,370
INE172B01017,IEC EDU,,2018-10-31,4.5,,4.5
INE022Q01012,IEX,IEX,2018-10-31,1607.85,1610,1610
INE076C01018,IFB AGRO,IFBAGRO,2018-10-31,815,819,819
INE559A01017,IFB IND.LTD.,IFBIND,2018-10-31,1289.95,1285,1289.95
INE039A01010,IFCI LTD,IFCI,2018-10-31,29.05,29.1,29.1
INE133Y01011,IFGLEXPOR,IFGLEXPOR,2018-10-31,298.7,297,298.7
INE474O01010,IFINSEC,,2018-10-31,39.25,,39.25
INE064T01018,IFINSER,,2018-10-31,42,,42
INE169F01014,IFM IMPEX,,2018-10-31,4.88,,4.88
INE188B01013,IGARSHI MOT,IGARASHI,2018-10-31,838.9,845,845
INE373V01019,IGRL,,2018-10-31,21.2,,21.2
INE530B01024,IIFL,IIFL,2018-10-31,734.95,735.9,735.9
INE818R01011,IISL,,2018-10-31,16.2,,16.2
INE786E01018,IITL PROJ,,2018-10-31,21,,21
INE052C01027,IKF TECHNO,,2018-10-31,1.04,,1.04
INE050B01023,IL & FS INVE,IVC,2018-10-31,24.6,24.7,24.7
INE975G01012,IL&FS TRANS,IL&FSTRANS,2018-10-31,79.4,79.4,79.4
INE369I01014,ILFSENGG,IL&FSENGG,2018-10-31,46,46.5,46.5
INE417D01012,IMCAP,,2018-10-31,71,,71
INE065B01013,IMPPOWERS,INDLMETER,2018-10-31,122,122,122
INE635D01027,INANI MARBLE,,2018-10-31,22.5,,22.5
INE437C01012,INCAP LTD.,,2018-10-31,106.8,,106.8
INE507D01010,INCON ENGG.,,2018-10-31,5.97,,5.97
INE429D01017,IND CEM CAP,,2018-10-31,6.03,,6.03
INE611L01021,IND TERRAIN,INDTERRAIN,2018-10-31,214.1,216,216
INE862B01013,IND.ACRYLICS,,2018-10-31,17.65,,17.65
INE969D01012,IND.BANK HSG,,2018-10-31,49.8,,49.8
INE841B01017,IND.BANK MER,INDBANK,2018-10-31,32.8,32.75,32.8
INE061A01014,IND.CARD,INDIANCARD,2018-10-31,186,191.5,191.5
INE560A01015,IND.GLYCOLS,INDIAGLYCO,2018-10-31,527.15,526.95,527.15
INE323C01030,IND.HUME PIP,INDIANHUME,2018-10-31,413,414,414
INE333C01013,IND.LEAS.DEV,,2018-10-31,5.35,,5.35
INE359D01016,IND.LINKCHAI,,2018-10-31,750,,750
INE788B01028,IND.SWIFT LT,INDSWFTLTD,2018-10-31,9.35,9.3,9.35
INE826B01018,IND.TONERS,,2018-10-31,304.4,,304.4
INE802D01023,INDAG RUBBER,,2018-10-31,180,,180
INE069I01010,INDBUL REAL,IBREALEST,2018-10-31,227.45,227.5,227.5
INE628F01019,INDERGIRI FN,,2018-10-31,5.23,,5.23
INE383A01012,INDIA CEM.,INDIACEM,2018-10-31,171.1,171.25,171.25
INE342D01012,INDIA GELAT.,,2018-10-31,124,,124
INE274E01015,INDIA HOME,,2018-10-31,128.6,,128.6
INE547E01014,INDIA MOTOR,IMPAL,2018-10-31,1144,1145,1145
INE092B01017,INDIA NIPPON,INDNIPPON,2018-10-31,1134.75,1136,1136
INE131H01028,INDIA NIVEH,,2018-10-31,40.4,,40.4
INE353K01014,INDIA TOURIS,ITDC,2018-10-31,503.9,507.95,507.95
INE562A01011,INDIAN BANK,INDIANB,2018-10-31,372.8,372.9,372.9
INE056E01016,INDIAN EXTR.,,2018-10-31,19.35,,19.35
INE053A01029,INDIAN HOTEL,INDHOTEL,2018-10-31,144.95,145.6,145.6
INE300B01022,INDIAN INFO.,,2018-10-31,0.19,,0.19
INE919H01018,INDIAN MET,IMFA,2018-10-31,678.25,678.4,678.4
INE242A01010,INDIAN OIL,IOC,2018-10-31,427.6,427.4,427.6
INE565A01014,INDIAN OVER.,IOB,2018-10-31,22.85,22.9,22.9
INE557C01017,INDIAN SUCRO,,2018-10-31,43.9,,43.9
INE347H01012,INDICAP,,2018-10-31,79.5,,79.5
INE646L01027,INDIGO,INDIGO,2018-10-31,1224,1225,1225
INE219X23014,INDIGRID,INDIGRID,2018-10-31,92.5,92.49,92.5
INE954M01031,INDINFRA,,2018-10-31,13.7,,13.7
INE760F01010,INDO AMINES,,2018-10-31,118.5,,118.5
INE483B01026,INDO COUNT,ICIL,2018-10-31,109.75,107.5,109.75
INE147D01015,INDO CREDIT,,2018-10-31,0.66,,0.66
INE156A01020,INDO RAMA,INDORAMA,2018-10-31,42.8,42.85,42.85
INE337M01013,INDO THAI,INDOTHAI,2018-10-31,92.45,91.9,92.45
INE803D01013,INDOBORAXC,,2018-10-31,448.95,,448.95
INE456B01014,INDO-CITY IN,,2018-10-31,5.47,,5.47
INE873D01024,INDOCO REM,INDOCO,2018-10-31,283,282.95,283
INE319N01019,INDOEURO,,2018-10-31,12.5,,12.5
INE716F01012,INDOKEM LTD.,,2018-10-31,30,,30
INE077C01024,INDOPACIFIC,,2018-10-31,1.63,,1.63
INE866K01015,INDOSOLAR,INDOSOLAR,2018-10-31,11.04,11,11.04
INE332H01014,INDOTECHTR,INDOTECH,2018-10-31,210,210.75,210.75
INE807M01023,INDOVATION,,2018-10-31,10.64,,10.64
INE203G01027,INDRA GAS,IGL,2018-10-31,310.15,310,310.15
INE924N01016,INDRAIND,,2018-10-31,32.45,,32.45
INE681B01017,INDRAPRAST,INDRAMEDCO,2018-10-31,56.9,56.95,56.95
INE007C01021,INDRAYANI BI,,2018-10-31,4.75,,4.75
INE867D01018,INDSIL HYD,,2018-10-31,174.95,,174.95
INE915B01019,IND-SWIFT LA,INDSWFTLAB,2018-10-31,61.8,63.6,63.6
INE146H01018,INDUCTO STL.,,2018-10-31,31.5,,31.5
INE620D01011,INDUS.&PRUD.,,2018-10-31,1398,,1398
INE886A01014,INDUS.INV.TR,IITL,2018-10-31,113,110,113
INE935D01013,INDUSFINL,,2018-10-31,13,,13
INE095A01012,INDUSIND BNK,INDUSINDBK,2018-10-31,1759.6,1761,1761
INE189B01011,INEOSSTYRO,INEOSSTYRO,2018-10-31,1008,1007.9,1008
INE483S01020,INFIBEAM,INFIBEAM,2018-10-31,158.85,158.5,158.85
INE486J01014,INFINITE,INFINITE,2018-10-31,395.4,398,398
INE663F01024,INFO EDGE,NAUKRI,2018-10-31,1412,1395,1412
INE344S01016,,INFOBEAN,2018-10-31,,85,85
INE804D01029,INFO-DRIVE S,,2018-10-31,0.19,,0.19
INE669A01022,INFOMEDIA,INFOMEDIA,2018-10-31,3.16,3.3,3.3
INE123E01014,INFORMEDTEC,,2018-10-31,48,,48
INE009A01021,INFOSYS LTD,INFY,2018-10-31,1166,1166.6,1166.6
INF732E01268,,INFRABEES,2018-10-31,,372.21,372.21
INE177A01018,INGERSOLL,INGERRAND,2018-10-31,802,793.5,802
INE965C01038,INN.TECH.PAC,,2018-10-31,82.7,,82.7
INE690J01011,INNO INVEST,,2018-10-31,10.99,,10.99
INE214B01017,INNOCORP L,,2018-10-31,1.56,,1.56
INE403Y01018,,INNOVANA,2018-10-31,,164,164
INE070Y01015,,INNOVATIVE,2018-10-31,,59.25,59.25
INE312H01016,INOX LEISURE,INOXLEISUR,2018-10-31,280,281.2,281.2
INE066P01011,INOXWIND,INOXWIND,2018-10-31,131.6,132.4,132.4
INE070I01018,INSECTCID,INSECTICID,2018-10-31,833.45,834.8,834.8
INE901A01011,INSILCO LTD.,,2018-10-31,28.3,,28.3
INE575C01027,INT.CONVEYOR,,2018-10-31,26.4,,26.4
INE017E01018,INTEC CAP,,2018-10-31,36,,36
INE898B01017,INTEG.FIN.SE,,2018-10-31,44.1,,44.1
INE984B01023,INTEGRA ENG,,2018-10-31,60.7,,60.7
INE418N01027,INTEGRA GAR,,2018-10-31,2.9,,2.9
INE306R01017,INTELLECT,INTELLECT,2018-10-31,180.9,181.65,181.65
INE781A01025,INTENS TECH,INTENTECH,2018-10-31,99.65,100.5,100.5
INE177D01020,INTER DIGI,,2018-10-31,0.15,,0.15
INE661M01016,INTER GLOB F,,2018-10-31,27.5,,27.5
INE003B01014,INTER ST.OIL,,2018-10-31,21.9,,21.9
INE403C01014,INTER.COMBUS,,2018-10-31,554,,554
INE262B01016,INTER.TRAVEL,,2018-10-31,216.8,,216.8
INE959G01016,INTERLINK PE,,2018-10-31,8.67,,8.67
INE566K01011,INTRASOFT,ISFT,2018-10-31,714.65,719.2,719.2
INE878H01016,INVENTURE,INVENTURE,2018-10-31,14.3,14.45,14.45
INE155E01016,INVEST &PREC,,2018-10-31,473,,473
INE537B01011,INVICTA MED,,2018-10-31,3.8,,3.8
INE485C01011,IOL CHEM PH,IOLCP,2018-10-31,75.9,75.65,75.9
INE570A01014,ION EXCHANGE,,2018-10-31,588.5,,588.5
INE558A01019,IP RINGS LTD,,2018-10-31,206.1,,206.1
INE435A01028,IPAPPM,IPAPPM,2018-10-31,363.4,364,364
INE571A01020,IPCA LAB LTD,IPCALAB,2018-10-31,588.5,589,589
INE468F01010,I-POWER SOLS,,2018-10-31,2,,2
INF109KA1S09,IPRU2511,,2018-10-31,12.1,,12.1
INF109KB1X75,IPRU2933,,2018-10-31,10.89,,10.89
INF109KB16Z2,IPRU3018,,2018-10-31,10,,10
INE821I01014,IRB INFRA,IRB,2018-10-31,245.3,245.4,245.4
INE183W23014,IRBINVIT,IRBINVIT,2018-10-31,89.03,89.34,89.34
INE864K01010,IRIS,,2018-10-31,62.75,,62.75
INE974C01022,IRISMEDIA,,2018-10-31,23.85,,23.85
INE858B01011,ISGEC,,2018-10-31,7697,,7697
INE561M01018,ISHAN DYES,,2018-10-31,51,,51
INE806D01016,ISHITA DRUGS,,2018-10-31,21.55,,21.55
INE569B01014,ISL CONSULT,,2018-10-31,22,,22
INE732F01019,ISMT LTD,ISMTLTD,2018-10-31,15.5,15.4,15.5
INE684B01011,IST LTD.,,2018-10-31,1120,,1120
INE532B01020,ISTRNETWK,,2018-10-31,4.85,,4.85
INE072A01029,ISW LTD,,2018-10-31,3.96,,3.96
INE154A01025,ITC LTD.,ITC,2018-10-31,275.85,276,276
INE686A01026,ITDCEM,ITDCEM,2018-10-31,206.95,208.9,208.9
INE248A01017,ITI LTD.,ITI,2018-10-31,122,122.35,122.35
INE478D01014,ITL INDUSTRS,,2018-10-31,319.2,,319.2
INE043C01018,IVP LIMITED,IVP,2018-10-31,191,193,193
INE875A01025,IVRCL LTD,IVRCLINFRA,2018-10-31,5.48,5.45,5.48
INF205K01361,IVZINGOLD,IVZINGOLD,2018-10-31,,2729.25,2729.25
INF205K01DA9,,IVZINNIFTY,2018-10-31,,1137,1137
INE227G01018,IWIND ENERGY,INDOWIND,2018-10-31,12.19,12.2,12.2
INE848A01014,IZMO,IZMO,2018-10-31,85.2,84.95,85.2
INE168A01041,J & K BANK,J&KBANK,2018-10-31,75,75,75
INE576I01022,J KUMAR INFR,JKIL,2018-10-31,342,335.25,342
INE572A01028,J.B.CHEMICAL,JBCHEPHARM,2018-10-31,311.4,311.05,311.4
INE408B01015,J.J.EXPORTER,,2018-10-31,4.7,,4.7
INE144C01014,JAGAN LAMPS,,2018-10-31,19.15,,19.15
INE574A01016,JAGATJIT IND,,2018-10-31,100,,100
INE199G01027,JAGRAN PRAK,JAGRAN,2018-10-31,174.9,175,175
INE685B01018,JAGSON AIRLI,,2018-10-31,2.96,,2.96
INE582C01015,JAGSON FIN.,,2018-10-31,8.29,,8.29
INE048B01027,JAGSON PHAR,JAGSNPHARM,2018-10-31,35.65,35.8,35.8
INE070D01027,JAI CORP LTD,JAICORPLTD,2018-10-31,190,189.25,190
INE091G01018,JAIBALA IND,JAIBALAJI,2018-10-31,17.3,17.1,17.3
INE343D01010,JAIHIND PROJ,JAIHINDPRO,2018-10-31,5.69,5.3,5.69
INE250C01027,JAIMATA GLAS,,2018-10-31,0.31,,0.31
INE175A01038,JAIN IRRIG,JISLJALEQS,2018-10-31,144.9,145.1,145.1
INE486B01011,JAIN STUDIOS,JAINSTUDIO,2018-10-31,4.87,4.9,4.9
INE966C01010,JAINCO PROJ.,,2018-10-31,2.29,,2.29
INE280F01019,JAINEX,,2018-10-31,49,,49
INE058D01030,JAIPAN INDUS,,2018-10-31,55.5,,55.5
INE455F01025,JAIPRA,JPASSOCIAT,2018-10-31,20.85,20.9,20.9
INE349X01015,,JALAN,2018-10-31,,59.75,59.75
INE510D01014,JAMES HOTELS,,2018-10-31,24.25,,24.25
INE718P01017,JAMESWARREN,,2018-10-31,139.75,,139.75
INE039C01032,JAMNA AUTO,JAMNAAUTO,2018-10-31,76.1,76.2,76.2
INE462D01018,JAMSHRI RANJ,,2018-10-31,15.75,,15.75
INE711C01010,JASCH INDUST,,2018-10-31,75,,75
INE039O01011,,JASH,2018-10-31,,192.9,192.9
INE593O01017,JAUS POLYMER,,2018-10-31,31.4,,31.4
INE156E01014,JAY HIND SYN,,2018-10-31,3,,3
INE854B01010,JAY NECO IND,JAYNECOIND,2018-10-31,10.51,10.5,10.51
INE289D01015,JAY USHIN,,2018-10-31,805,,805
INE785A01026,JAYANT AGRO,JAYAGROGN,2018-10-31,398.45,402.6,402.6
INE571B01028,JAYBH.MARUTI,JAYBARMARU,2018-10-31,522.05,524,524
INE903A01025,JAYKAY,,2018-10-31,9.4,,9.4
INE364A01020,JAYSHRE TEA,JAYSREETEA,2018-10-31,103,103.5,103.5
INE693E01016,JAYSHRI CHEM,,2018-10-31,18.6,,18.6
INE703C01025,JAYSN DYEST,,2018-10-31,81,,81
INE187A01017,JBF IND.LTD,JBFIND,2018-10-31,192.25,192.6,192.6
INE927D01028,JBM AUTO,JBMA,2018-10-31,503.5,503.9,503.9
INE782A01015,JCHAC,JCHAC,2018-10-31,2529.95,2547.45,2547.45
INE945A01026,JCT LTD,,2018-10-31,3.75,,3.75
INE263B01022,JD ORGOCHEM,,2018-10-31,4.18,,4.18
INE801W01017,JDML,,2018-10-31,42.3,,42.3
INE354A01013,JENBURKT PH.,,2018-10-31,580,,580
INE819B01021,JENSON &NICH,JENSONICOL,2018-10-31,5.98,6,6
INE802G01018,JETAIRWAYS,JETAIRWAYS,2018-10-31,774.5,774.95,774.95
INE982V01017,,JETFREIGHT,2018-10-31,,113.5,113.5
INE919C01019,JETINFOTRAN,,2018-10-31,69.7,,69.7
INE564T01017,,JETKNIT,2018-10-31,,110.05,110.05
INE841Y01019,JFL,,2018-10-31,63.5,,63.5
INE865D01012,JHAVERI CRED,,2018-10-31,6.01,,6.01
INE544H01014,JHS SVEN,JHS,2018-10-31,72.1,72.65,72.65
INE943X01015,JIGAR,,2018-10-31,47,,47
INE147P01019,JIN POLY INV,JPOLYINVST,2018-10-31,78,75.2,78
INE356F01017,JINDAL CAP.,,2018-10-31,8.4,,8.4
INE742C01031,JINDAL DRILL,JINDRILL,2018-10-31,194.95,194.95,194.95
INE726D01016,JINDAL HOTL,,2018-10-31,77.1,,77.1
INE197D01010,JINDAL POLYF,JINDALPOLY,2018-10-31,355.25,354.5,355.25
INE324A01024,JINDAL SAW,JINDALSAW,2018-10-31,157.15,156,157.15
INE749A01030,JINDAL STE,JINDALSTEL,2018-10-31,274,274,274
INE247D01021,JINDAL WORLD,JINDWORLD,2018-10-31,671.9,673.4,673.4
INE904J01016,JINDALCOTEX,JINDCOT,2018-10-31,9.32,9.45,9.45
INE796G01012,JINDALPH,JINDALPHOT,2018-10-31,74.8,72.95,74.8
IN9175A01010,JISLBNDVR,JISLDVREQS,2018-10-31,86.25,86.35,86.35
INE863T01013,JITFINFRA,JITFINFRA,2018-10-31,46.5,46.25,46.5
INE023S01016,JIYAECO,,2018-10-31,96.5,,96.5
INE584C01011,JJ FINANCE,,2018-10-31,53,,53
INE823G01014,JK CEMENT,JKCEMENT,2018-10-31,1121.05,1126.15,1126.15
INE786A01032,JK LAKSHMI,JKLAKSHMI,2018-10-31,418.1,420,420
INE789E01012,JK PAPER,JKPAPER,2018-10-31,149.95,149.85,149.95
INE573A01042,JK TYRE IND,JKTYRE,2018-10-31,179.5,179.5,179.5
INE690O01011,JKAGRI GEN,,2018-10-31,1460,,1460
INE430D01015,JL MORISON,,2018-10-31,1487,,1487
INE780C01023,JM FINANCIAL,JMFINANCIL,2018-10-31,168,167.85,168
INE412C01015,,JMA,2018-10-31,,239.95,239.95
INE890A01016,JMC PROJECTS,JMCPROJECT,2018-10-31,569.5,569.95,569.95
INE047E01031,JMDVL,,2018-10-31,22.8,,22.8
INE988E01036,JMT AUTO LTD,JMTAUTOLTD,2018-10-31,5.25,5.3,5.3
INE839G01010,,JOCIL,2018-10-31,,191.8,191.8
INE024B01010,JOINDRE CAPI,,2018-10-31,38.8,,38.8
INE574G01013,JOONKTOLLEE,,2018-10-31,173.75,,173.75
INE636D01017,JOSTS ENG.,,2018-10-31,1299,,1299
INE099J01015,JPINFRATEC,JPINFRATEC,2018-10-31,15.2,15.2,15.2
INE351F01018,JPPOWER,JPPOWER,2018-10-31,7.12,7.15,7.15
INE630C01012,JPT SECUR.,,2018-10-31,20,,20
INE022M01029,JRIIIL,,2018-10-31,1.34,,1.34
INE220G01021,JSL,JSL,2018-10-31,114.65,114.8,114.8
INE455T01018,JSLHISAR,JSLHISAR,2018-10-31,207,203.95,207
INE237B01018,JSTL,,2018-10-31,51.3,,51.3
INE121E01018,JSW ENERGY,JSWENERGY,2018-10-31,88.7,88.75,88.75
INE824G01012,JSWHL,JSWHL,2018-10-31,1729,1713.9,1729
INE019A01038,JSWSL,JSWSTEEL,2018-10-31,294,294,294
INE391J01016,JTL INFRA,,2018-10-31,203.9,,203.9
INE700A01033,JUBILANT,JUBILANT,2018-10-31,962,962.8,962.8
INE645L01011,JUBILNT IND,JUBLINDS,2018-10-31,225,224.9,225
INE797F01012,JUBL FOOD,JUBLFOOD,2018-10-31,2148.85,2148.4,2148.85
INE699D01015,JUMBO BAG,,2018-10-31,17.8,,17.8
INE653S01010,JUNCTION,,2018-10-31,37.15,,37.15
INF732E01045,JUNIOR BEES,JUNIORBEES,2018-10-31,312.89,312.91,312.91
INE524N01014,JUPITER INFO,,2018-10-31,88.7,,88.7
INE599M01018,JUSTDIAL,JUSTDIAL,2018-10-31,528.6,528.9,528.9
INE430G01026,JVL AGRO,JVLAGRO,2018-10-31,35.45,35.5,35.5
INE668F01031,JYOTHY LAB,JYOTHYLAB,2018-10-31,368,366.95,368
INE511D01012,JYOTI LTD.,,2018-10-31,56,,56
INE432D01011,JYOTI OVER.,,2018-10-31,0.55,,0.55
INE577D01013,JYOTI RESINS,,2018-10-31,73,,73
INE197A01024,JYOTI STRUCT,JYOTISTRUC,2018-10-31,11.02,11,11.02
INE930H01023,K.P.R. MILL,KPRMILL,2018-10-31,760.75,765.95,765.95
INE282Y01016,KAARYAFSL,,2018-10-31,41,,41
INE323K01017,KABRA DRUGS,,2018-10-31,2.4,,2.4
INE900B01029,KABRA EXTR,KABRAEXTRU,2018-10-31,128.45,128.75,128.75
INE645C01010,KABSONS INDU,,2018-10-31,9.57,,9.57
INE229G01022,KACL,,2018-10-31,2.05,,2.05
INE375D01012,KAIRA CAN CO,,2018-10-31,1545.8,,1545.8
INE217B01036,KAJARIA CER.,KAJARIACER,2018-10-31,676.5,677,677
INE437B01014,KAKATIYA CEM,KAKATCEM,2018-10-31,373.65,373.05,373.65
INE092E01011,KAKATIYA TEX,,2018-10-31,2.63,,2.63
INE629F01025,KALLAM SPG.,,2018-10-31,22.8,,22.8
INE220B01022,KALPA.POWER,KALPATPOWR,2018-10-31,465.4,466,466
INE059Q01014,KALPACOMME,,2018-10-31,15.55,,15.55
INE314G01014,KALYANI FORG,KALYANIFRG,2018-10-31,355,357.95,357.95
INE029L01018,KALYANI INV,KICL,2018-10-31,2430,2442.6,2442.6
INE907A01026,KALYANI STEL,KSL,2018-10-31,350.1,349.35,350.1
INE991E01022,KALYANPUR CE,,2018-10-31,9.88,,9.88
INE535C01013,KAMADGIRI,,2018-10-31,146,,146
INE411F01010,KAMAHOLDING,,2018-10-31,3863.95,,3863.95
INE344D01018,KAMAN HSG,,2018-10-31,20.5,,20.5
INE967C01018,KAMAT HOTELS,KAMATHOTEL,2018-10-31,141.65,141.7,141.7
INE390H01012,KAMDHENU,KAMDHENU,2018-10-31,248.6,247.95,248.6
INE879E01037,KANANI IND,KANANIIND,2018-10-31,9.59,9.8,9.8
INE081G01019,KANCHI,,2018-10-31,259,,259
INE398L01017,KANCO TEA,,2018-10-31,107,,107
INE292D01019,KANDAGIRI SP,,2018-10-31,39.75,,39.75
INE791E01018,KANISHK ST.,,2018-10-31,13.5,,13.5
INE138C01024,KANORIA CHEM,KANORICHEM,2018-10-31,92,91.85,92
INE694E01014,KANPUR PLAST,,2018-10-31,149.75,,149.75
INE531A01024,KANSAI NERO,KANSAINER,2018-10-31,517,518.9,518.9
INE017I01019,KAPASHI COMM,,2018-10-31,81.3,,81.3
INE332Q01015,KAPILRAJ,,2018-10-31,42.3,,42.3
INE327D01013,KARAN WOO-SN,,2018-10-31,1.81,,1.81
INE725L01011,KARMA ENERG,KARMAENG,2018-10-31,43.4,41.85,43.4
INE614B01018,KARNATAKA BK,KTKBANK,2018-10-31,149.6,149.65,149.65
INE554R01012,KARNAVATI,,2018-10-31,28.5,,28.5
INE036D01028,KARUR VY(PS,KARURVYSYA,2018-10-31,111.8,111.8,111.8
INE299C01024,KARUTURI GLO,KGL,2018-10-31,2.7,2.75,2.75
INE498G01015,KATARE SPG.,,2018-10-31,13.7,,13.7
INE234I01010,KAUSHAL INFR,KAUSHALYA,2018-10-31,3.79,3.5,3.79
INE455I01029,KAVERI SEED,KSCL,2018-10-31,519.8,518.65,519.8
INE641C01019,KAVERI TELE,KAVVERITEL,2018-10-31,,12.5,12.5
INE149O01018,KAVITA FAB,,2018-10-31,7.34,,7.34
INE313M01014,KAVITIND,,2018-10-31,17.9,,17.9
INE961B01013,KAY POW PAP,,2018-10-31,5.8,,5.8
INE587G01015,KAYA,KAYA,2018-10-31,1047,1040,1047
INE813G01015,KAYCEE IND,,2018-10-31,7328,,7328
INE883D01015,KBS INDIA,,2018-10-31,4.56,,4.56
INE100L01025,KCCLPLASTC,,2018-10-31,2.27,,2.27
INE469F01026,KCLINFRA,,2018-10-31,1.9,,1.9
INE805C01028,KCP LTD,KCP,2018-10-31,146.6,147.7,147.7
INE790B01024,KCP SUGAR IN,KCPSUGIND,2018-10-31,29.2,29.1,29.2
INE291D01011,KDDL LTD,KDDL,2018-10-31,336,347,347
INE089E01025,KDJHRL,,2018-10-31,6.43,,6.43
INE389H01022,KEC INTERN,KEC,2018-10-31,357,357.9,357.9
INE145L01012,KEERTHI,,2018-10-31,163,,163
INE586X01012,,KEERTI,2018-10-31,,55.9,55.9
INE878B01027,KEI INDUST.,KEI,2018-10-31,390,390,390
INE079C01012,KEL,,2018-10-31,16.7,,16.7
INE164B01022,KELLTONTEC,KELLTONTEC,2018-10-31,119,117.9,119
INE881E01017,KELTECH EN.,,2018-10-31,1575.8,,1575.8
INE060E01018,KEMP & CO.,,2018-10-31,607.7,,607.7
INE717A01029,KENNAMETAL,,2018-10-31,844,,844
INE817B01025,KERALA AYUR,,2018-10-31,100,,100
INE202H01019,KERNEX MICRO,KERNEX,2018-10-31,56,55.9,56
INE133B01019,KESAR ENT.,KESARENT,2018-10-31,63.8,64.8,64.8
INE133C01033,KESAR PETRO,,2018-10-31,48,,48
INE096L01025,KESAR TERMI,KTIL,2018-10-31,183.75,183.9,183.9
