ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value,Type
INF917K01QA1,HSBC Small Cap Fund Direct (G),--,10/31/2018,--,--,29.54,MF
INF677K01023,HSBC Value Fund (G),--,10/31/2018,--,--,38.85,MF
INF917K01HD4,HSBC Value Fund Direct (G),--,10/31/2018,--,--,40.35,MF
INF109K01GN9,ICICI Prudential All Seasons Bond Fund (G),--,10/31/2018,--,--,21.29,MF
INF109K016E5,ICICI Prudential All Seasons Bond Fund Direct (G),--,10/31/2018,--,--,21.79,MF
INF109K01837,ICICI Prudential Asset Allocator Fund (FOF) (G),--,10/31/2018,--,--,49.24,MF
INF109K01X16,ICICI Prudential Asset Allocator Fund (FOF) Direct (G),--,10/31/2018,--,--,50.34,MF
INF109KB17W7,ICICI Prudential BSE Sensex Index Fund (G),--,10/31/2018,--,--,10.45,MF
INF109KB10X0,ICICI Prudential BSE Sensex Index Fund Direct (G),--,10/31/2018,--,--,10.46,MF
INF109K01BH2,ICICI Prudential Balanced Advantage Fund (G),--,10/31/2018,--,--,33.5,MF
INF109K012B0,ICICI Prudential Balanced Advantage Fund Direct (G),--,10/31/2018,--,--,35.49,MF
INF109K01RT3,ICICI Prudential Banking & PSU Debt Fund (G),--,10/31/2018,--,--,19.6,MF
INF109K010A6,ICICI Prudential Banking & PSU Debt Fund Direct (G),--,10/31/2018,--,--,19.82,MF
INF109K01BU5,ICICI Prudential Banking and Financial Services Fund (G),--,10/31/2018,--,--,60.72,MF
INF109K013J1,ICICI Prudential Banking and Financial Services Fund Direct (G),--,10/31/2018,--,--,63.91,MF
INF109K01BO8,ICICI Prudential Bond Fund (G),--,10/31/2018,--,--,23.98,MF
INF109K01V83,ICICI Prudential Bond Fund Direct (G),--,10/31/2018,--,--,24.42,MF
INF109K01605,ICICI Prudential Children's Fund (G),--,10/31/2018,--,--,136.34,MF
INF109K01Y49,ICICI Prudential Children's Fund Direct (G),--,10/31/2018,--,--,141.63,MF
INF109KA1N46,ICICI Prudential Constant Maturity Gilt Fund (G),--,10/31/2018,--,--,13.64,MF
INF109KA1O37,ICICI Prudential Constant Maturity Gilt Fund Direct (G),--,10/31/2018,--,--,13.77,MF
INF109K01CQ1,ICICI Prudential Corporate Bond Fund (G),--,10/31/2018,--,--,17.49,MF
INF109K016B1,ICICI Prudential Corporate Bond Fund Direct (G),--,10/31/2018,--,--,17.94,MF
INF109K01GU4,ICICI Prudential Credit Risk Fund (G),--,10/31/2018,--,--,18.23,MF
INF109K01V00,ICICI Prudential Credit Risk Fund Direct (G),--,10/31/2018,--,--,19.07,MF
INF109K01878,ICICI Prudential Debt Management Fund (FOF) (G),--,10/31/2018,--,--,26.98,MF
INF109K01X73,ICICI Prudential Debt Management Fund (FOF) Direct (G),--,10/31/2018,--,--,27.34,MF
INF109KA1TX4,ICICI Prudential Dividend Yield Equity Fund (G),--,10/31/2018,--,--,18.61,MF
INF109KA1UA0,ICICI Prudential Dividend Yield Equity Fund Direct (G),--,10/31/2018,--,--,19.06,MF
INF109K01464,ICICI Prudential ELSS Tax Saver (G),--,10/31/2018,--,--,357.08,MF
INF109K01Y31,ICICI Prudential ELSS Tax Saver Direct (G),--,10/31/2018,--,--,375.44,MF
INF109K01480,ICICI Prudential Equity & Debt Fund (G),--,10/31/2018,--,--,130.18,MF
INF109K01Y07,ICICI Prudential Equity & Debt Fund Direct (G),--,10/31/2018,--,--,137.53,MF
INF109K01BF6,ICICI Prudential Equity Arbitrage Fund (G),--,10/31/2018,--,--,22.65,MF
INF109K016O4,ICICI Prudential Equity Arbitrage Fund Direct (G),--,10/31/2018,--,--,23.28,MF
INF109KA14I5,ICICI Prudential Equity Savings Fund (G),--,10/31/2018,--,--,12.86,MF
INF109KA11J9,ICICI Prudential Equity Savings Fund Direct (G),--,10/31/2018,--,--,13.22,MF
INF109K01BB5,ICICI Prudential Exports and Services Fund (G),--,10/31/2018,--,--,59.62,MF
INF109K01W25,ICICI Prudential Exports and Services Fund Direct (G),--,10/31/2018,--,--,61.84,MF
INF109K01415,ICICI Prudential FMCG Fund (G),--,10/31/2018,--,--,220.99,MF
INF109K01Z14,ICICI Prudential FMCG Fund Direct (G),--,10/31/2018,--,--,228.42,MF
INF109K01AX1,ICICI Prudential Floating Interest Fund (G),--,10/31/2018,--,--,255.87,MF
INF109K01P57,ICICI Prudential Floating Interest Fund Direct (G),--,10/31/2018,--,--,265.12,MF
INF109K01BZ4,ICICI Prudential Focused Equity Fund (G),--,10/31/2018,--,--,29.7,MF
INF109K018N2,ICICI Prudential Focused Equity Fund Direct (G),--,10/31/2018,--,--,31.21,MF
INF109K01JR4,ICICI Prudential Gilt Fund (G),--,10/31/2018,--,--,58.48,MF
INF109K018C5,ICICI Prudential Gilt Fund Direct (G),--,10/31/2018,--,--,60.52,MF
INF109K01811,ICICI Prudential Income Plus Arbitrage Active FoF (G),--,10/31/2018,--,--,31.49,MF
INF109K01W82,ICICI Prudential Income Plus Arbitrage Active FoF Direct (G),--,10/31/2018,--,--,32.33,MF
INF109K01AV5,ICICI Prudential Infrastructure Fund (G),--,10/31/2018,--,--,56.87,MF
INF109K018M4,ICICI Prudential Infrastructure Fund Direct (G),--,10/31/2018,--,--,58.8,MF
INF109K01431,ICICI Prudential Large & Mid Cap Fund (G),--,10/31/2018,--,--,334.22,MF
INF109K011O5,ICICI Prudential Large & Mid Cap Fund Direct (G),--,10/31/2018,--,--,349.76,MF
INF109K01BL4,ICICI Prudential Large Cap Fund (G),--,10/31/2018,--,--,40.62,MF
INF109K016L0,ICICI Prudential Large Cap Fund Direct (G),--,10/31/2018,--,--,42.44,MF
INF109K01VQ1,ICICI Prudential Liquid Fund (G),--,10/31/2018,--,--,251.98,MF
INF109K01Q49,ICICI Prudential Liquid Fund Direct (G),--,10/31/2018,--,--,252.68,MF
INF109K01365,ICICI Prudential Long Term Bond Fund (G),--,10/31/2018,--,--,54.2,MF
INF109K017L8,ICICI Prudential Long Term Bond Fund Direct (G),--,10/31/2018,--,--,56.87,MF
INF109K01AH4,ICICI Prudential Medium Term Bond Fund (G),--,10/31/2018,--,--,26.57,MF
INF109K015A5,ICICI Prudential Medium Term Bond Fund Direct (G),--,10/31/2018,--,--,27.74,MF
INF109K01AN2,ICICI Prudential Midcap Fund (G),--,10/31/2018,--,--,106.75,MF
INF109K011N7,ICICI Prudential Midcap Fund Direct (G),--,10/31/2018,--,--,111.45,MF
INF109K01TX1,ICICI Prudential Money Market Fund (G),--,10/31/2018,--,--,235.46,MF
INF109K01R14,ICICI Prudential Money Market Fund Direct (G),--,10/31/2018,--,--,236.32,MF
INF109K01761,ICICI Prudential Multi Asset Fund (G),--,10/31/2018,--,--,262.44,MF
INF109K015K4,ICICI Prudential Multi Asset Fund Direct (G),--,10/31/2018,--,--,273.12,MF
INF109K01613,ICICI Prudential Multicap Fund (G),--,10/31/2018,--,--,280.56,MF
INF109K014O9,ICICI Prudential Multicap Fund Direct (G),--,10/31/2018,--,--,292.49,MF
INF109K01PI0,ICICI Prudential Nifty 50 Index Fund (G),--,10/31/2018,--,--,100.22,MF
INF109K012M7,ICICI Prudential Nifty 50 Index Fund Direct (G),--,10/31/2018,--,--,102.21,MF
INF109K01IF1,ICICI Prudential Nifty Next 50 Index Fund (G),--,10/31/2018,--,--,27.26,MF
INF109K01Y80,ICICI Prudential Nifty Next 50 Index Fund Direct (G),--,10/31/2018,--,--,27.88,MF
INF109K01795,ICICI Prudential Passive Strategy Fund (FOF) (G),--,10/31/2018,--,--,61.56,MF
INF109K01W58,ICICI Prudential Passive Strategy Fund (FOF) Direct (G),--,10/31/2018,--,--,62.92,MF
INF109K01TK8,ICICI Prudential Regular Gold Savings Fund (FOF) (G),--,10/31/2018,--,--,9.91,MF
INF109K01U92,ICICI Prudential Regular Gold Savings Fund (FOF) Direct (G),--,10/31/2018,--,--,10.03,MF
INF109K01902,ICICI Prudential Regular Savings Fund (G),--,10/31/2018,--,--,39.4,MF
INF109K01S39,ICICI Prudential Regular Savings Fund Direct (G),--,10/31/2018,--,--,40.96,MF
INF109K01746,ICICI Prudential Savings Fund (G),--,10/31/2018,--,--,327.34,MF
INF109K01O82,ICICI Prudential Savings Fund Direct (G),--,10/31/2018,--,--,328.96,MF
INF109K01654,ICICI Prudential Short Term Fund (G),--,10/31/2018,--,--,35.62,MF
INF109K013N3,ICICI Prudential Short Term Fund Direct (G),--,10/31/2018,--,--,36.8,MF
INF109K01506,ICICI Prudential Technology Fund (G),--,10/31/2018,--,--,47.38,MF
INF109K01Z48,ICICI Prudential Technology Fund Direct (G),--,10/31/2018,--,--,49.2,MF
INF109K01852,ICICI Prudential Thematic Advantage Fund (FOF) (G),--,10/31/2018,--,--,69.1,MF
INF109K01X40,ICICI Prudential Thematic Advantage Fund (FOF) Direct (G),--,10/31/2018,--,--,69.61,MF
INF109K01TP7,ICICI Prudential Ultra Short Term Fund (G),--,10/31/2018,--,--,17.21,MF
INF109K01T04,ICICI Prudential Ultra Short Term Fund Direct (G),--,10/31/2018,--,--,17.91,MF
INF109K01AF8,ICICI Prudential Value Fund (G),--,10/31/2018,--,--,147.18,MF
INF109K012K1,ICICI Prudential Value Fund Direct (G),--,10/31/2018,--,--,154.59,MF
INF205K01122,Invesco India Arbitrage Fund (G),--,10/31/2018,--,--,21,MF
INF205K01KR8,Invesco India Arbitrage Fund Direct (G),--,10/31/2018,--,--,21.62,MF
INF205K01213,Invesco India Balanced Advantage Fund (G),--,10/31/2018,--,--,28.8,MF
INF205K01LN5,Invesco India Balanced Advantage Fund Direct (G),--,10/31/2018,--,--,30.98,MF
INF205K01JV2,Invesco India Banking and PSU Fund (G),--,10/31/2018,--,--,1405.44,MF
INF205K01KT4,Invesco India Banking and PSU Fund Direct (G),--,10/31/2018,--,--,1460.67,MF
INF205K01189,Invesco India Contra Fund (G),--,10/31/2018,--,--,47.54,MF
INF205K01LE4,Invesco India Contra Fund Direct (G),--,10/31/2018,--,--,50.92,MF
INF205K01RM4,Invesco India Corporate Bond Fund (G),--,10/31/2018,--,--,1947.98,MF
INF205K01RF8,Invesco India Corporate Bond Fund Direct (G),--,10/31/2018,--,--,2020.37,MF
INF205K01I34,Invesco India Credit Risk Fund (G),--,10/31/2018,--,--,1346.09,MF
INF205K01I83,Invesco India Credit Risk Fund Direct (G),--,10/31/2018,--,--,1380.11,MF
INF205K01270,Invesco India ELSS Tax Saver Fund (G),--,10/31/2018,--,--,49.23,MF
INF205K01NT8,Invesco India ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,52.94,MF
INF205K01155,Invesco India Financial Services Fund (G),--,10/31/2018,--,--,52.36,MF
INF205K01KY4,Invesco India Financial Services Fund Direct (G),--,10/31/2018,--,--,56.42,MF
INF205K01SR1,Invesco India Gilt Fund (G),--,10/31/2018,--,--,1797.78,MF
INF205K01SN0,Invesco India Gilt Fund Direct (G),--,10/31/2018,--,--,1876.8,MF
INF205K01FA4,Invesco India Gold ETF FoF (G),--,10/31/2018,--,--,9.18,MF
INF205K01NJ9,Invesco India Gold ETF FoF Direct (G),--,10/31/2018,--,--,9.29,MF
INF205K01CD5,Invesco India Infrastructure Fund (G),--,10/31/2018,--,--,19.51,MF
INF205K01MD4,Invesco India Infrastructure Fund Direct (G),--,10/31/2018,--,--,21.03,MF
INF205K01247,Invesco India Large & Mid Cap Fund (G),--,10/31/2018,--,--,32.64,MF
INF205K01MA0,Invesco India Large & Mid Cap Fund Direct (G),--,10/31/2018,--,--,35.16,MF
INF205K01304,Invesco India Largecap Fund (G),--,10/31/2018,--,--,26.96,MF
INF205K01LB0,Invesco India Largecap Fund Direct (G),--,10/31/2018,--,--,29.01,MF
INF205K01HM5,Invesco India Liquid Fund (G),--,10/31/2018,--,--,2343.47,MF
INF205K01MF9,Invesco India Liquid Fund Direct (G),--,10/31/2018,--,--,2351.31,MF
INF205K01HY0,Invesco India Low Duration Fund (G),--,10/31/2018,--,--,2358.25,MF
INF205K01NY8,Invesco India Low Duration Fund Direct (G),--,10/31/2018,--,--,2402.99,MF
INF205K01BC9,Invesco India Mid Cap Fund (G),--,10/31/2018,--,--,51,MF
INF205K01MV6,Invesco India Mid Cap Fund Direct (G),--,10/31/2018,--,--,55.04,MF
INF205K01SD1,Invesco India Money Market Fund (G),--,10/31/2018,--,--,1949.26,MF
INF205K01RY9,Invesco India Money Market Fund Direct (G),--,10/31/2018,--,--,1974.17,MF
INF205K01DN2,Invesco India Multicap Fund (G),--,10/31/2018,--,--,52.89,MF
INF205K01MS2,Invesco India Multicap Fund Direct (G),--,10/31/2018,--,--,56.8,MF
INF205K01338,Invesco India PSU Equity Fund (G),--,10/31/2018,--,--,20.12,MF
INF205K01NG5,Invesco India PSU Equity Fund Direct (G),--,10/31/2018,--,--,21.56,MF
INF205K01UN6,Invesco India Short Duration Fund (G),--,10/31/2018,--,--,2244.38,MF
INF205K01UH8,Invesco India Short Duration Fund Direct (G),--,10/31/2018,--,--,2341.17,MF
INF205K01TM0,Invesco India Ultra Short Duration Fund (G),--,10/31/2018,--,--,1743.54,MF
INF205K01TH0,Invesco India Ultra Short Duration Fund Direct (G),--,10/31/2018,--,--,1786.83,MF
INF192K01544,JM Aggressive Hybrid Fund (G),--,10/31/2018,--,--,44.66,MF
INF192K01BQ9,JM Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,46.82,MF
INF192K01510,JM Arbitrage Fund (G),--,10/31/2018,--,--,22.75,MF
INF192K01BN6,JM Arbitrage Fund Direct (G),--,10/31/2018,--,--,23.33,MF
INF192K01700,JM Dynamic Bond Fund (G),--,10/31/2018,--,--,26.36,MF
INF192K01DD3,JM Dynamic Bond Fund Direct (G),--,10/31/2018,--,--,27.07,MF
INF192K01650,JM ELSS Tax Saver Fund (G),--,10/31/2018,--,--,16.66,MF
INF192K01CE3,JM ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,17.77,MF
INF192K01635,JM Flexicap Fund (G),--,10/31/2018,--,--,31.42,MF
INF192K01CC7,JM Flexicap Fund Direct (G),--,10/31/2018,--,--,33.26,MF
INF192K01577,JM Focused Fund (G),--,10/31/2018,--,--,8.85,MF
INF192K01BW7,JM Focused Fund Direct (G),--,10/31/2018,--,--,9.38,MF
INF192K01601,JM Large Cap Fund (G),--,10/31/2018,--,--,63.96,MF
INF192K01BZ0,JM Large Cap Fund Direct (G),--,10/31/2018,--,--,67.46,MF
INF192K01882,JM Liquid Fund (G),--,10/31/2018,--,--,46.58,MF
INF192K01CM6,JM Liquid Fund Direct (G),--,10/31/2018,--,--,46.77,MF
INF192K01AY5,JM Low Duration Fund (G),--,10/31/2018,--,--,24.35,MF
INF192K01DW3,JM Low Duration Fund Direct (G),--,10/31/2018,--,--,24.48,MF
INF192K01AB3,JM Medium to Long Duration Fund (G),--,10/31/2018,--,--,46.87,MF
INF192K01CW5,JM Medium to Long Duration Fund Direct (G),--,10/31/2018,--,--,49.26,MF
INF137A01037,JM Value Fund (G),--,10/31/2018,--,--,33.47,MF
INF192K01BT3,JM Value Fund Direct (G),--,10/31/2018,--,--,35.41,MF
INF174K01E92,Kotak Aggressive Hybrid Fund (G),--,10/31/2018,--,--,24.88,MF
INF174K01F00,Kotak Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,26.44,MF
INF174K01302,Kotak Arbitrage Fund (G),--,10/31/2018,--,--,24.47,MF
INF174K01LC6,Kotak Arbitrage Fund Direct (G),--,10/31/2018,--,--,25.09,MF
INF174K01FO3,Kotak Banking and PSU Debt Fund (G),--,10/31/2018,--,--,38.59,MF
INF174K01KH7,Kotak Banking and PSU Debt Fund Direct (G),--,10/31/2018,--,--,39.06,MF
INF174K01EM0,Kotak Bond Fund (G),--,10/31/2018,--,--,47.06,MF
INF174K01JC0,Kotak Bond Fund Direct (G),--,10/31/2018,--,--,48.89,MF
INF174K01ES7,Kotak Bond Short-term Fund (G),--,10/31/2018,--,--,31.96,MF
INF174K01JI7,Kotak Bond Short-term Fund Direct (G),--,10/31/2018,--,--,33.12,MF
INF174K01245,Kotak Contra Fund (G),--,10/31/2018,--,--,48.44,MF
INF174K01KZ9,Kotak Contra Fund Direct (G),--,10/31/2018,--,--,51.62,MF
INF178L01BO1,Kotak Corporate Bond Fund (G),--,10/31/2018,--,--,2244.11,MF
INF178L01BY0,Kotak Corporate Bond Fund Direct (G),--,10/31/2018,--,--,2287.22,MF
INF174K01DY7,Kotak Credit Risk Fund (G),--,10/31/2018,--,--,18.78,MF
INF174K01LZ7,Kotak Credit Risk Fund Direct (G),--,10/31/2018,--,--,19.67,MF
INF174K01393,Kotak Debt Hybrid Fund (G),--,10/31/2018,--,--,29.87,MF
INF174K01JZ1,Kotak Debt Hybrid Fund Direct (G),--,10/31/2018,--,--,31.37,MF
INF174K01FA2,Kotak Dynamic Bond Fund (G),--,10/31/2018,--,--,21.97,MF
INF174K01JU2,Kotak Dynamic Bond Fund Direct (G),--,10/31/2018,--,--,22.65,MF
INF174K01369,Kotak ELSS Tax Saver Fund (G),--,10/31/2018,--,--,42.94,MF
INF174K01LI3,Kotak ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,45.81,MF
INF174K01C78,Kotak Equity Savings Fund (G),--,10/31/2018,--,--,13.29,MF
INF174K01D28,Kotak Equity Savings Fund Direct (G),--,10/31/2018,--,--,13.59,MF
INF174K01336,Kotak Flexicap Fund (G),--,10/31/2018,--,--,33.4,MF
INF174K01LS2,Kotak Flexicap Fund Direct (G),--,10/31/2018,--,--,35.05,MF
INF174K01FL9,Kotak Gilt Investment Fund (G),--,10/31/2018,--,--,58.75,MF
INF174K01FI5,Kotak Gilt Investment Fund (G),--,10/31/2018,--,--,57.42,MF
INF174K01KM7,Kotak Gilt Investment Fund Direct (G),--,10/31/2018,--,--,61.77,MF
INF174K01KE4,Kotak Gilt Investment Fund Direct (G),--,10/31/2018,--,--,60.33,MF
INF174K01AT3,Kotak Gold Fund (G),--,10/31/2018,--,--,12.33,MF
INF174K01MP6,Kotak Gold Fund Direct (G),--,10/31/2018,--,--,12.62,MF
INF178L01095,Kotak Infrastructure and Economic Reform Fund (G),--,10/31/2018,--,--,23.83,MF
INF178L01AL9,Kotak Infrastructure and Economic Reform Fund Direct (G),--,10/31/2018,--,--,25.4,MF
INF174K01187,Kotak Large & Midcap Fund (G),--,10/31/2018,--,--,119.03,MF
INF174K01LF9,Kotak Large & Midcap Fund Direct (G),--,10/31/2018,--,--,125.28,MF
INF174K01153,Kotak Large Cap Fund (G),--,10/31/2018,--,--,224.67,MF
INF174K01KW6,Kotak Large Cap Fund Direct (G),--,10/31/2018,--,--,236.48,MF
INF174K01NI9,Kotak Liquid Fund (G),--,10/31/2018,--,--,3453.28,MF
INF174K01NE8,Kotak Liquid Fund Direct (G),--,10/31/2018,--,--,3461.76,MF
INF178L01202,Kotak Low Duration Fund (G),--,10/31/2018,--,--,2084.84,MF
INF178L01AX4,Kotak Low Duration Fund Direct (G),--,10/31/2018,--,--,2147.6,MF
INF174K01VL6,Kotak Medium Term Fund (G),--,10/31/2018,--,--,14.19,MF
INF174K01VQ5,Kotak Medium Term Fund Direct (G),--,10/31/2018,--,--,14.71,MF
INF174K01DS9,Kotak Midcap Fund (G),--,10/31/2018,--,--,41.96,MF
INF174K01LT0,Kotak Midcap Fund Direct (G),--,10/31/2018,--,--,44.4,MF
INF174K01NA6,Kotak Money Market Fund (G),--,10/31/2018,--,--,2796.25,MF
INF174K01MW2,Kotak Money Market Fund Direct (G),--,10/31/2018,--,--,2803.16,MF
INF174K01468,Kotak Multi Asset Allocator FoF - Dynamic (G),--,10/31/2018,--,--,75.29,MF
INF174K01LN3,Kotak Multi Asset Allocator FoF - Dynamic Direct (G),--,10/31/2018,--,--,76.66,MF
INF174K01FD6,Kotak Savings Fund (G),--,10/31/2018,--,--,27.33,MF
INF174K01JP2,Kotak Savings Fund Direct (G),--,10/31/2018,--,--,27.73,MF
INF174K01211,Kotak Small Cap Fund (G),--,10/31/2018,--,--,83.72,MF
INF174K01KT2,Kotak Small Cap Fund Direct (G),--,10/31/2018,--,--,88.98,MF
INF767K01030,LIC MF Aggressive Hybrid Fund (G),--,10/31/2018,--,--,101.55,MF
INF767K01ED0,LIC MF Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,105.62,MF
INF767K01139,LIC MF BSE Sensex Index Fund (G),--,10/31/2018,--,--,62.79,MF
INF767K01FJ4,LIC MF BSE Sensex Index Fund Direct (G),--,10/31/2018,--,--,64.48,MF
INF767K01NH2,LIC MF Banking & Financial Services Fund (G),--,10/31/2018,--,--,12.51,MF
INF767K01NK6,LIC MF Banking & Financial Services Fund Direct (G),--,10/31/2018,--,--,12.83,MF
INF767K01535,LIC MF Banking & PSU Fund (G),--,10/31/2018,--,--,21.45,MF
INF767K01GI4,LIC MF Banking & PSU Fund Direct (G),--,10/31/2018,--,--,22.22,MF
INF767K01048,LIC MF Children's Fund (G),--,10/31/2018,--,--,17.78,MF
INF767K01FB1,LIC MF Children's Fund Direct (G),--,10/31/2018,--,--,18.61,MF
INF767K01808,LIC MF Conservative Hybrid Fund (G),--,10/31/2018,--,--,52.13,MF
INF767K01EO7,LIC MF Conservative Hybrid Fund Direct (G),--,10/31/2018,--,--,53.99,MF
INF767K01956,LIC MF ELSS Tax Saver (G),--,10/31/2018,--,--,65.72,MF
INF767K01EM1,LIC MF ELSS Tax Saver Direct (G),--,10/31/2018,--,--,68.71,MF
INF397L01315,LIC MF Equity Savings Fund (G),--,10/31/2018,--,--,15.8,MF
INF397L01AZ5,LIC MF Equity Savings Fund Direct (G),--,10/31/2018,--,--,16.34,MF
INF767K01071,LIC MF Flexi Cap Fund (G),--,10/31/2018,--,--,48.3,MF
INF767K01EG3,LIC MF Flexi Cap Fund Direct (G),--,10/31/2018,--,--,49.89,MF
INF397L01KE9,LIC MF Focused Fund (G),--,10/31/2018,--,--,10.1,MF
INF397L01KA7,LIC MF Focused Fund Direct (G),--,10/31/2018,--,--,10.14,MF
INF767K01733,LIC MF Gilt Fund (G),--,10/31/2018,--,--,20.97,MF
INF767K01709,LIC MF Gilt Fund (G),--,10/31/2018,--,--,36.3,MF
INF767K01EZ3,LIC MF Gilt Fund Direct (G),--,10/31/2018,--,--,37.79,MF
INF397L01992,LIC MF Gold ETF FoF (G),--,10/31/2018,--,--,8.55,MF
INF397L01BU4,LIC MF Gold ETF FoF Direct (G),--,10/31/2018,--,--,8.72,MF
INF767K01501,LIC MF Infrastructure Fund (G),--,10/31/2018,--,--,15.65,MF
INF767K01GW5,LIC MF Infrastructure Fund Direct (G),--,10/31/2018,--,--,16.4,MF
INF767K01NB5,LIC MF Large & Mid Cap Fund (G),--,10/31/2018,--,--,15.31,MF
INF767K01NE9,LIC MF Large & Mid Cap Fund Direct (G),--,10/31/2018,--,--,15.8,MF
INF767K01105,LIC MF Large Cap Fund (G),--,10/31/2018,--,--,25.09,MF
INF767K01EJ7,LIC MF Large Cap Fund Direct (G),--,10/31/2018,--,--,26.16,MF
INF767K01IS9,LIC MF Liquid Fund (G),--,10/31/2018,--,--,3083.16,MF
INF767K01DN1,LIC MF Liquid Fund Direct (G),--,10/31/2018,--,--,3097.57,MF
INF767K01AO5,LIC MF Low Duration Fund (G),--,10/31/2018,--,--,26.12,MF
INF767K01FM8,LIC MF Low Duration Fund Direct (G),--,10/31/2018,--,--,27.13,MF
INF767K01923,LIC MF Medium to Long Duration Fund (G),--,10/31/2018,--,--,45.68,MF
INF767K01EW0,LIC MF Medium to Long Duration Fund Direct (G),--,10/31/2018,--,--,46.87,MF
INF397L01JO0,LIC MF Midcap Fund (G),--,10/31/2018,--,--,12.4,MF
INF397L01JK8,LIC MF Midcap Fund Direct (G),--,10/31/2018,--,--,12.7,MF
INF767K01162,LIC MF Nifty 50 Index Fund (G),--,10/31/2018,--,--,57.65,MF
INF767K01FF2,LIC MF Nifty 50 Index Fund Direct (G),--,10/31/2018,--,--,59.14,MF
INF397L01174,LIC MF Nifty Next 50 Index Fund (G),--,10/31/2018,--,--,23.38,MF
INF397L01AW2,LIC MF Nifty Next 50 Index Fund Direct (G),--,10/31/2018,--,--,24.42,MF
INF397L01JW3,LIC MF Small Cap Fund (G),--,10/31/2018,--,--,11.17,MF
INF397L01JS1,LIC MF Small Cap Fund Direct (G),--,10/31/2018,--,--,11.33,MF
INF174V01077,Mahindra Manulife ELSS Tax Saver Fund (G),--,10/31/2018,--,--,12.56,MF
INF174V01093,Mahindra Manulife ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,12.93,MF
INF174V01150,Mahindra Manulife Equity Savings Fund (G),--,10/31/2018,--,--,11.21,MF
INF174V01184,Mahindra Manulife Equity Savings Fund Direct (G),--,10/31/2018,--,--,11.45,MF
INF174V01010,Mahindra Manulife Liquid Fund (G),--,10/31/2018,--,--,1103.69,MF
INF174V01044,Mahindra Manulife Liquid Fund Direct (G),--,10/31/2018,--,--,1106.09,MF
INF174V01218,Mahindra Manulife Low Duration Fund (G),--,10/31/2018,--,--,1053.73,MF
INF174V01267,Mahindra Manulife Low Duration Fund Direct (G),--,10/31/2018,--,--,1062.8,MF
INF174V01317,Mahindra Manulife Multi Cap Fund (G),--,10/31/2018,--,--,11.42,MF
INF174V01341,Mahindra Manulife Multi Cap Fund Direct (G),--,10/31/2018,--,--,11.62,MF
INF769K01DE6,Mirae Asset Aggressive Hybrid Fund (G),--,10/31/2018,--,--,13.75,MF
INF769K01DH9,Mirae Asset Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,14.38,MF
INF769K01DO5,Mirae Asset Dynamic Bond Fund (G),--,10/31/2018,--,--,10.34,MF
INF769K01DR8,Mirae Asset Dynamic Bond Fund Direct (G),--,10/31/2018,--,--,10.45,MF
INF769K01DK3,Mirae Asset ELSS Tax Saver Fund (G),--,10/31/2018,--,--,16.93,MF
INF769K01DM9,Mirae Asset ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,17.42,MF
INF769K01135,Mirae Asset Great Consumer Fund (G),--,10/31/2018,--,--,33.42,MF
INF769K01BL5,Mirae Asset Great Consumer Fund Direct (G),--,10/31/2018,--,--,35.54,MF
INF769K01101,Mirae Asset Large & Midcap Fund (G),--,10/31/2018,--,--,52.85,MF
INF769K01BI1,Mirae Asset Large & Midcap Fund Direct (G),--,10/31/2018,--,--,55.37,MF
INF769K01010,Mirae Asset Large Cap Fund (G),--,10/31/2018,--,--,48.04,MF
INF769K01AX2,Mirae Asset Large Cap Fund Direct (G),--,10/31/2018,--,--,50.15,MF
INF769K01788,Mirae Asset Liquid Fund (G),--,10/31/2018,--,--,1784.76,MF
INF769K01CM1,Mirae Asset Liquid Fund Direct (G),--,10/31/2018,--,--,1802.48,MF
INF769K01937,Mirae Asset Low Duration Fund (G),--,10/31/2018,--,--,1474.28,MF
INF769K01BO9,Mirae Asset Low Duration Fund Direct (G),--,10/31/2018,--,--,1530.85,MF
INF247L01585,Motilal Oswal Balanced Advantage Fund (G),--,10/31/2018,--,--,11.99,MF
INF247L01635,Motilal Oswal Balanced Advantage Fund Direct (G),--,10/31/2018,--,--,12.17,MF
INF247L01544,Motilal Oswal ELSS Tax Saver Fund (G),--,10/31/2018,--,--,18.08,MF
